"","Markets","M.PRESENTACION","Tipo","Periodo","ventasValor","ventasEQ2","ventasUnds","precioEQ2","precioUnds","ratioVentas","distNum"
"346","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2022-12-01,2197796295.458,24814534.962,117617503.749,82.0796813186813,12.351978021978,1.35005494505495,12.6537786428571
"347","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-01-01,2280748270.891,26113252.562,116036909.708,75.162978021978,12.3290769230769,1.393,12.4996465417582
"348","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-02-01,1951393035.716,21693506.808,102311165.404,84.4852967032967,12.8225384615385,1.22591208791209,12.6574593021978
"349","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-03-01,2268275188.102,24662659.21,118857476.597,83.2923736263736,12.6512417582418,1.34424175824176,12.8831881175824
"350","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-04-01,2462615544.98,26816253.22,127560797.488,83.2230659340659,12.9963186813187,1.43285714285714,13.0935453516484
"351","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-05-01,2614388545.178,28274592.177,134458746.236,78.320956043956,12.566967032967,1.47194505494506,13.1940556527473
"352","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-06-01,2799734277.359,29855306.079,143535624.786,94.2845934065934,13.1116043956044,1.48013186813187,13.5005338725275
"353","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-07-01,2723313659.025,29316597.597,136192031.284,83.338043956044,13.0408021978022,1.45945054945055,13.2948498076923
"354","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-08-01,2412706958.38,25871666.476,119641042.889,85.9196153846154,13.4794945054945,1.33856043956044,12.8204665252747
"355","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-09-01,2416492306.12,25876646.028,120128961.883,81.2935714285714,13.3128681318681,1.29514285714286,12.8584703978022
"356","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-10-01,2405115460.305,25555873.52,119504246.064,81.0108791208791,13.2362307692308,1.28452747252747,13.2087025252747
"357","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-11-01,2188616726.721,23133809.287,108917138.421,104.88289010989,14.6738681318681,1.19947252747253,13.1331072505495
"358","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2023-12-01,2147376278.026,22836429.048,104258853.087,103.054054945055,14.9113846153846,1.1709010989011,13.1310571384615
"359","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-01-01,2266721790.668,24286502.264,107544099.906,97.081989010989,14.1051648351648,1.23354945054945,13.1416941054945
"360","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-02-01,2129500178.751,22071978.43,103997314.888,95.5825604395604,14.4968461538462,1.16231868131868,13.449455510989
"361","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-03-01,2756151123.29,28148506.424,134391800.962,102.346549450549,14.5661978021978,1.41842857142857,13.3852877373626
"362","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-04-01,2873009637.816,29423830.878,137390764.421,103.538483516484,14.6266813186813,1.45710989010989,13.5036542351648
"363","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-05-01,3324928262.102,33632394.543,158959072.931,98.7704395604396,14.6299450549451,1.70143956043956,13.6504164692308
"364","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-06-01,3283307352.672,33110702.947,155735157.484,105.948230769231,14.916043956044,1.61412087912088,13.7798171681319
"365","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-07-01,2778975043.316,28376151.102,129963815.044,100.725076923077,14.9227252747253,1.49232967032967,13.1557726252747
"366","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-08-01,2767887789.829,28038653.622,129279408.156,104.545461538462,14.3917362637363,1.3798021978022,13.5331827769231
"367","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-09-01,2716284964.939,27481925.742,126445649.389,105.245714285714,14.4989230769231,1.38592307692308,13.4260101153846
"368","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-10-01,2566042504.969,25554761.223,119417032.146,120.749835164835,18.2673406593407,1.29005494505495,13.5572466230769
"369","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-11-01,2579217129.557,25549797.675,120142793.929,115.528879120879,15.4851428571429,1.32335164835165,13.5052868989011
"370","TOTAL MEXICO TRAD + MINIS","INDIVIDUAL","Sabores",2024-12-01,2555282602.207,25446781.24,117684744.493,127.775032967033,18.748989010989,1.28074725274725,13.4785641923077
"371","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2021-12-01,530111.387,6617.51,18783.802,80.107,28.222,4.032,0.3013928
"372","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-01-01,419764.263,5333.024,15137.788,78.71,27.73,3.92,0.2498412
"373","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-02-01,566807.359,7109.831,20181.256,79.722,28.086,4.424,0.295127
"374","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-03-01,575283.574,7138.554,20363.444,80.588,28.251,3.741,0.3504278
"375","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-04-01,512222.627,6376.491,18110.808,80.33,28.283,4.214,0.2778924
"376","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-05-01,151183.012,1732.057,4929.821,87.285,30.667,1.449,0.2194727
"377","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-06-01,276831.277,3169.69,9060.174,87.337,30.555,2.447,0.2360906
"378","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-07-01,59474.609,705.975,2194.361,84.245,27.103,0.603,0.2132664
"379","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-08-01,58526.968,729.567,2191.004,80.222,26.712,0.77,0.1727625
"380","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-09-01,205680.012,2489.533,7388.923,82.618,27.836,1.405,0.3229023
"381","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-10-01,575457.822,6577.446,22186.315,87.49,25.938,3.247,0.3691905
"382","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-11-01,496826.154,6203.555,21717.625,80.087,22.877,3.293,0.3433272
"383","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2022-12-01,791773.599,9672.088,31749.4,81.862,24.938,4.067,0.4323019
"384","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-01-01,943413.303,13165.451,38595.801,71.658,24.443,6.629,0.3610095
"385","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-02-01,346057.542,5661.953,14992.282,61.12,23.082,6.198,0.1660562
"386","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-03-01,309055.703,3826.378,12670.116,80.77,24.392,2.014,0.3451535
"387","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-04-01,356704.209,4088.265,13665.783,87.251,26.102,2.462,0.3016151
"388","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-05-01,481627.1,5889.609,20791.162,81.776,23.165,5.075,0.2107812
"389","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-06-01,43022.537,711.237,2494.731,60.49,17.245,0.617,0.209235
"390","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-07-01,134045.776,2085.67,7130.096,64.27,18.8,1.585,0.2385377
"391","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-08-01,114849.561,1745.636,5850.104,65.792,19.632,1.066,0.296979
"392","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-09-01,94861.232,1477.77,4940.025,64.192,19.203,0.791,0.3385378
"393","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-10-01,22316.85,715.85,2066.363,31.175,10.8,1.854,0.0699827
"394","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-11-01,136024.565,1902.207,6482.59,71.509,20.983,1.575,0.2182998
"395","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2023-12-01,287340.821,3900.004,13635.05,73.677,21.074,2.054,0.3432275
"396","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-01-01,592374.608,8433.727,28221.771,70.239,20.99,3.192,0.477627
"397","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-02-01,351032.741,3195.577,14324.747,109.85,24.505,1.332,0.4337722
"398","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-03-01,82916.66,1041.36,3864.414,79.623,21.456,0.831,0.2259507
"399","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-04-01,33429.939,467.785,1605.709,71.464,20.819,0.367,0.2299347
"400","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-05-01,80711.083,1044.868,3758.156,77.245,21.476,1.434,0.1313393
"401","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-06-01,51114.187,625.917,2329.75,81.663,21.94,0.883,0.127721
"402","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-07-01,72409.11,1344.229,4153.389,53.867,17.434,1.175,0.205938
"403","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-08-01,78039.766,1238.163,3704.807,63.029,21.064,2.115,0.1054034
"404","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-09-01,83084.292,1489.149,4614.817,55.793,18.004,0.982,0.2730381
"405","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-10-01,189846.179,2928.672,9025.261,64.823,21.035,2.551,0.2066802
"406","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-11-01,136056.018,1985.476,6193.289,68.526,21.968,1.365,0.2614109
"407","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","COLA",2024-12-01,68156.223,898.695,2823.382,75.839,24.14,0.692,0.23348
"408","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2021-12-01,6014.846,86.491,245.504,11.5905,4.08333333333333,0.0608333333333333,0.00725866666666667
"409","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-01-01,0,0,0,0,0,0,0
"410","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-02-01,0,0,0,0,0,0,0
"411","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-03-01,6683.78,106.643,345.951,10.4456666666667,3.22,0.0966666666666667,0.00562726666666667
"412","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-04-01,2254.658,27.471,89.117,13.679,4.21666666666667,0.039,0.00358991666666667
"413","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-05-01,2067.59,32.99,107.018,10.4455,3.22,0.22,0.0007652
"414","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-06-01,5683.026,86.472,280.516,22.4315,6.91466666666667,0.0818333333333333,0.0136667833333333
"415","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-07-01,17202.902,215.357,765.645,27.1848333333333,7.46566666666667,0.061,0.03206285
"416","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-08-01,42827.451,595.7,1811.02,50.9643333333333,15.4185,0.405333333333333,0.0251979
"417","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-09-01,80380.453,1116.372,3491.206,48.951,14.694,0.508,0.0659138833333333
"418","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-10-01,360020.391,4579.649,16515.57,46.4498333333333,13.0213333333333,0.896,0.0850131166666667
"419","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-11-01,471967.889,6203.554,21717.625,48.3098333333333,14.4941666666667,1.07183333333333,0.0996205333333333
"420","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2022-12-01,591458.511,7972.418,26887.445,48.3625,16.1903333333333,2.65566666666667,0.0904083833333333
"421","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-01-01,740805.035,11358.45,33326.222,43.8423333333333,14.9966666666667,9.59233333333333,0.0733583
"422","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-02-01,338903.951,5661.952,14992.282,43.6575,15.0125,6.64566666666667,0.05729175
"423","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-03-01,244617.207,3247.758,11027.7,44.1015,15.4706666666667,0.9445,0.0934965666666667
"424","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-04-01,219053.479,2876.759,10226.925,37.6928333333333,10.5893333333333,0.6245,0.07025235
"425","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-05-01,450749.626,5889.609,20791.163,48.3273333333333,16.1658333333333,1.37466666666667,0.0686072
"426","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-06-01,43581.775,711.237,2494.732,36.4733333333333,10.6228333333333,0.3175,0.0432930333333333
"427","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-07-01,138093.737,2085.669,7130.096,40.976,11.7743333333333,0.540833333333333,0.0572615
"428","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-08-01,119264.351,1745.635,5850.104,39.8388333333333,11.5273333333333,0.404166666666667,0.0744448333333333
"429","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-09-01,93190.27,1477.77,4940.025,51.938,15.7401666666667,0.699166666666667,0.0680821833333333
"430","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-10-01,21243.642,715.85,2066.363,20.4351666666667,5.9815,1.2015,0.0129788333333333
"431","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-11-01,130954.925,1902.207,6482.59,45.9151666666667,13.2015,0.878166666666667,0.0543124
"432","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2023-12-01,283507.092,3900.004,13635.049,41.9561666666667,12.0523333333333,0.77,0.0913278
"433","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-01-01,477278.966,7569.121,25765.493,46.7645,15.9333333333333,1.41783333333333,0.0936080166666667
"434","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-02-01,342398.287,3195.577,22000.299,56.6783333333333,10.851,0.5875,0.1039625
"435","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-03-01,79977.113,1041.36,4395.364,37.6913333333333,9.03983333333333,0.262333333333333,0.0598080666666667
"436","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-04-01,32264.399,467.785,1605.709,42.8043333333333,12.2871666666667,0.197333333333333,0.0444217333333333
"437","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-05-01,76325.606,1044.869,3758.155,32.3338333333333,9.18316666666667,0.5505,0.0339006166666667
"438","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-06-01,47993.353,625.917,2329.75,23.4475,6.2705,0.174666666666667,0.0323026833333333
"439","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-07-01,73491.823,1344.228,4153.39,32.0003333333333,9.93866666666667,0.680833333333333,0.0385011
"440","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-08-01,77621.551,1238.163,3704.807,48.3393333333333,14.6718333333333,1.26983333333333,0.0186872833333333
"441","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-09-01,82409.444,1489.15,4614.817,44.8435,13.0638333333333,1.26816666666667,0.0485643666666667
"442","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-10-01,174108.722,2835.011,8759.404,32.4873333333333,10.2025,1.233,0.0421972166666667
"443","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-11-01,138700.326,1985.476,6193.289,41.8638333333333,12.8925,0.79,0.0435684666666667
"444","TOTAL MEXICO TRAD + MINIS","MULTI-PACK","Sabores",2024-12-01,68249.433,898.695,2823.381,59.7456666666667,19.7555,0.320166666666667,0.0444542666666667
"445","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2021-12-01,0,0,0,0,0,0,0
"446","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-01-01,0,0,0,0,0,0,0
"447","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-02-01,0,0,0,0,0,0,0
"448","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-03-01,0,0,0,0,0,0,0
"449","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-04-01,0,0,0,0,0,0,0
"450","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-05-01,0,0,0,0,0,0,0
"451","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-06-01,0,0,0,0,0,0,0
"452","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-07-01,0,0,0,0,0,0,0
"453","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-08-01,0,0,0,0,0,0,0
"454","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-09-01,0,0,0,0,0,0,0
"455","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-10-01,0,0,0,0,0,0,0
"456","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-11-01,0,0,0,0,0,0,0
"457","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2022-12-01,0,0,0,0,0,0,0
"458","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-01-01,0,0,0,0,0,0,0
"459","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-02-01,0,0,0,0,0,0,0
"460","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-03-01,0,0,0,0,0,0,0
"461","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-04-01,0,0,0,0,0,0,0
"462","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-05-01,0,0,0,0,0,0,0
"463","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-06-01,0,0,0,0,0,0,0
"464","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-07-01,0,0,0,0,0,0,0
"465","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-08-01,0,0,0,0,0,0,0
"466","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-09-01,0,0,0,0,0,0,0
"467","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-10-01,0,0,0,0,0,0,0
"468","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-11-01,0,0,0,0,0,0,0
"469","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2023-12-01,0,0,0,0,0,0,0
"470","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-01-01,0,0,0,0,0,0,0
"471","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-02-01,0,0,0,0,0,0,0
"472","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-03-01,0,0,0,0,0,0,0
"473","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-04-01,0,0,0,0,0,0,0
"474","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-05-01,0,0,0,0,0,0,0
"475","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-06-01,158834.889,4347.887,12341.477,36.532,12.87,9.799,0.0799906
"476","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-07-01,0,0,0,0,0,0,0
"477","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-08-01,0,0,0,0,0,0,0
"478","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-09-01,0,0,0,0,0,0,0
"479","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-10-01,0,0,0,0,0,0,0
"480","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-11-01,0,0,0,0,0,0,0
"481","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","COLA",2024-12-01,101552.145,154.406,621.677,657.696,163.352,0.615,0.0450854
"482","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2021-12-01,111306.888,589.039,4615.556,77.3253333333333,12.093,0.152333333333333,0.2308358
"483","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-01-01,0,0,0,0,0,0,0
"484","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-02-01,0,0,0,0,0,0,0
"485","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-03-01,2468.119,73.192,277.006,22.481,5.94,0.366666666666667,0.00814953333333333
"486","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-04-01,1462.816,43.38,164.176,22.4806666666667,5.94,0.217333333333333,0.00814953333333333
"487","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-05-01,0,0,0,0,0,0,0
"488","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-06-01,11329.068,288.364,1016.844,25.0473333333333,7.01266666666667,0.722333333333333,0.0171753666666667
"489","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-07-01,0,0,0,0,0,0,0
"490","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-08-01,1772.665,47.312,179.058,24.9783333333333,6.6,0.164,0.0116898
"491","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-09-01,1051.261,31.174,117.986,22.4816666666667,5.94,0.152,0.00831913333333333
"492","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-10-01,2881.426,80.95,306.372,23.7303333333333,6.27,0.390666666666667,0.00839333333333333
"493","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-11-01,0,0,0,0,0,0,0
"494","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2022-12-01,0,0,0,0,0,0,0
"495","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-01-01,0,0,0,0,0,0,0
"496","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-02-01,0,0,0,0,0,0,0
"497","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-03-01,2704.688,71.92,272.196,25.0713333333333,6.62433333333333,0.148,0.0195771333333333
"498","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-04-01,0,0,0,0,0,0,0
"499","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-05-01,0,0,0,0,0,0,0
"500","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-06-01,0,0,0,0,0,0,0
"501","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-07-01,0,0,0,0,0,0,0
"502","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-08-01,1746.405,49.062,185.682,23.7303333333333,6.27,0.181333333333333,0.0109155333333333
"503","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-09-01,0,0,0,0,0,0,0
"504","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-10-01,0,0,0,0,0,0,0
"505","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-11-01,10407.765,231.484,876.09,29.974,7.92,0.165333333333333,0.0561726666666667
"506","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2023-12-01,30698.413,684.2,2589.47,29.9116666666667,7.90333333333333,0.443333333333333,0.0620146666666667
"507","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-01-01,18561.714,419.344,1587.074,29.5093333333333,7.797,0.232,0.0726168666666667
"508","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-02-01,28492.775,610.294,2309.756,31.1246666666667,8.22366666666667,0.395333333333333,0.0620146666666667
"509","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-03-01,23192.429,497.776,1883.912,31.0613333333333,8.207,0.321333333333333,0.0620413333333333
"510","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-04-01,0,0,0,0,0,0,0
"511","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-05-01,3937.901,95.546,361.608,27.4763333333333,7.26,0.656666666666667,0.0058278
"512","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-06-01,26079.853,250.579,790.299,34.6926666666667,11,0.154333333333333,0.0325403
"513","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-07-01,0,0,0,0,0,0,0
"514","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-08-01,0,0,0,0,0,0,0
"515","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-09-01,46872.624,462.866,1472.891,47.8163333333333,14.393,0.332666666666667,0.0375549333333333
"516","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-10-01,6558.434,79.824,265.253,43.121,12.6726666666667,0.186333333333333,0.0151826666666667
"517","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-11-01,863.082,20.94,79.252,27.478,7.26,0.141333333333333,0.0059096
"518","TOTAL MEXICO TRAD + MINIS","MULTI-PACK CRUZADO","Sabores",2024-12-01,27466.994,263.907,832.333,34.6926666666667,11,0.166,0.0317633
"519","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2021-12-01,4515.518,93.041,202.703,48.533,22.277,0.32,0.0534345
"520","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-01-01,56459.372,531.232,914.433,106.28,61.742,1.114,0.0875845
"521","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-02-01,53031.104,336.014,524.764,157.824,101.057,0.606,0.1018242
"522","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-03-01,70396.817,770.602,1466.516,91.353,48.003,0.535,0.2645409
