"","Markets","M.PRESENTACION","Tipo","Periodo","ventasValor","ventasEQ2","ventasUnds","precioEQ2","precioUnds","ratioVentas","distNum"
"482","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2021-12-01,8965.99,57.646,479.495,39.042375,6.20925,0.120875,0.022812
"483","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-01-01,411.72,14.88,139.003,12.52,2.89425,0.077875,0.00990525
"484","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-02-01,220.04,8.138,80,7.234875,0.694,0.043625,0.0051985
"485","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-03-01,250.52,8.505,80.858,13.4515,2.8925,0.084,0.00522725
"486","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-04-01,121.58,3.824,33.714,14.028875,4.19475,0.0855,0.002982875
"487","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-05-01,248.61,6.127,32.429,18.36925,6.501875,0.3675,0.0022505
"488","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-06-01,98.35,3.76,38.143,6.524,0.632625,0.03625,0.00304625
"489","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-07-01,155.04,4.637,34.428,12.071375,2.74625,0.24375,0.00174975
"490","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-08-01,63.95,2.476,24.836,6.34875,0.61725,0.043,0.001549375
"491","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-09-01,25.37,1.014,9.714,7.172,0.68625,0.022125,0.0010255
"492","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-10-01,24.59,0.89,4.429,6.892,2.20025,0.070125,0.000516125
"493","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-11-01,18,1.056,6,4.260375,1.107875,0.084875,0.000351125
"494","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2022-12-01,58.92,2.307,12.286,14.364375,4.383,0.200125,0.001058375
"495","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-01-01,18.3,0.739,5.714,5.7675,0.979,0.085625,0.000445375
"496","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-02-01,14.54,0.922,8.143,3.33375,0.907,0.081,0.000373125
"497","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-03-01,27.1,2.448,22.571,4.269,0.982375,0.245375,0.0005115
"498","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-04-01,31.58,2.041,13.714,6.02275,1.05875,0.174375,0.000495375
"499","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-05-01,9.95,0.551,5.857,4.684375,0.459875,0.031625,0.00039325
"500","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-06-01,7.59,0.591,1.714,3.55375,0.998625,0.066,0.000198125
"501","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-07-01,3,0.106,1,3.53775,0.375,0.01175,0.00011375
"502","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-08-01,45.59,1.409,3,4.0445,1.8995,0.077875,0.000227375
"503","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-09-01,0,0,0,0,0,0,0
"504","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-10-01,25.52,0.981,5.286,6.533,1.98525,0.068125,0.000356125
"505","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-11-01,9.19,0.377,3.571,3.04775,0.32175,0.014875,0.00030725
"506","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2023-12-01,13.41,0.528,5,3.17425,0.33525,0.014625,0.000447875
"507","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-01-01,13.92,0.544,5.143,3.19825,0.33825,0.016,0.0003515
"508","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-02-01,1.29,0.091,0.857,1.7665,0.187625,0.022125,4.8625e-05
"509","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-03-01,1.71,0.121,1.143,1.770625,0.1875,0.0235,6.3625e-05
"510","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-04-01,0,0,0,0,0,0,0
"511","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-05-01,0,0,0,0,0,0,0
"512","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-06-01,0,0,0,0,0,0,0
"513","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-07-01,26.16,1.148,2.857,3.415875,1.65625,0.1265,0.000142625
"514","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-08-01,0.64,0.226,2.143,0.355625,0.0375,0.035125,7.8875e-05
"515","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-09-01,0,0,0,0,0,0,0
"516","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-10-01,0,0,0,0,0,0,0
"517","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-11-01,0,0,0,0,0,0,0
"518","Total_Area 1_MT _A","MULTI-PACK CRUZADO","Sabores",2024-12-01,0,0,0,0,0,0,0
"519","Total_Area 1_MT _A","PACK","COLA",2021-12-01,15986030.33,106485.735,254064.004,150.124,62.921,21.663,4.104034
"520","Total_Area 1_MT _A","PACK","COLA",2022-01-01,14444335.22,91790.942,219531.703,157.361,65.796,18.866,4.058406
"521","Total_Area 1_MT _A","PACK","COLA",2022-02-01,12933300.95,81976.131,197905.616,157.769,65.351,20.973,3.780191
"522","Total_Area 1_MT _A","PACK","COLA",2022-03-01,15065879.54,94166.932,229590.528,159.991,65.621,19.089,4.112702
"523","Total_Area 1_MT _A","PACK","COLA",2022-04-01,16063621.58,100301.751,244187.017,160.153,65.784,19.719,4.138515
"524","Total_Area 1_MT _A","PACK","COLA",2022-05-01,16662516.33,102535.363,249021.374,162.505,66.912,16.738,4.252301
"525","Total_Area 1_MT _A","PACK","COLA",2022-06-01,17027908.31,105065.542,255578.933,162.069,66.625,19.656,4.317438
"526","Total_Area 1_MT _A","PACK","COLA",2022-07-01,18087055.68,112031.8,272129.981,161.446,66.465,20.802,4.451714
"527","Total_Area 1_MT _A","PACK","COLA",2022-08-01,17232922.62,104373.978,252111.17,165.107,68.354,16.366,4.391355
"528","Total_Area 1_MT _A","PACK","COLA",2022-09-01,16399329.26,99230.39,238180.052,165.265,68.853,17.216,4.649189
"529","Total_Area 1_MT _A","PACK","COLA",2022-10-01,17678728.18,104365.65,251080.295,169.392,70.411,18.527,4.651587
"530","Total_Area 1_MT _A","PACK","COLA",2022-11-01,16557488.7,95725.87,229734.598,172.968,72.072,17.117,4.488916
"531","Total_Area 1_MT _A","PACK","COLA",2022-12-01,16908753.09,101034.686,238022.823,167.356,71.038,18.097,4.577925
"532","Total_Area 1_MT _A","PACK","COLA",2023-01-01,16617133.52,96098.298,229113.314,172.918,72.528,15.359,4.265824
"533","Total_Area 1_MT _A","PACK","COLA",2023-02-01,13967225.31,77446.802,187943.57,180.346,74.316,14.46,4.066935
"534","Total_Area 1_MT _A","PACK","COLA",2023-03-01,16438593.44,91509.436,222451.586,179.638,73.897,16.759,4.464384
"535","Total_Area 1_MT _A","PACK","COLA",2023-04-01,17195996.17,95960.784,231943.887,179.198,74.139,17.817,4.273525
"536","Total_Area 1_MT _A","PACK","COLA",2023-05-01,17952372.62,98072.047,234755.159,183.053,76.473,15.01,4.42056
"537","Total_Area 1_MT _A","PACK","COLA",2023-06-01,17816167.22,96916.175,232670.169,183.831,76.573,17.507,4.386295
"538","Total_Area 1_MT _A","PACK","COLA",2023-07-01,19860382.01,107529.868,258368.687,184.696,76.868,19.625,4.413827
"539","Total_Area 1_MT _A","PACK","COLA",2023-08-01,19280051.27,105729.311,250656.203,182.353,76.918,19.609,4.338754
"540","Total_Area 1_MT _A","PACK","COLA",2023-09-01,18216043.47,100339.764,236352.674,181.544,77.071,18.238,4.317604
"541","Total_Area 1_MT _A","PACK","COLA",2023-10-01,19055087.18,102533.298,243186.493,185.843,78.356,15.612,4.392197
"542","Total_Area 1_MT _A","PACK","COLA",2023-11-01,18169219.64,96937.828,229384.123,187.432,79.209,17.826,4.224097
"543","Total_Area 1_MT _A","PACK","COLA",2023-12-01,18666520.64,102330.673,236373.657,182.414,78.97,19.269,4.214271
"544","Total_Area 1_MT _A","PACK","COLA",2024-01-01,17221423.5,93268.39,216575.363,184.644,79.517,15.068,4.086194
"545","Total_Area 1_MT _A","PACK","COLA",2024-02-01,16223557.19,88134.035,207444.822,184.078,78.207,15.864,4.191867
"546","Total_Area 1_MT _A","PACK","COLA",2024-03-01,18867264.33,101920.183,239957.241,185.118,78.628,17.855,4.502539
"547","Total_Area 1_MT _A","PACK","COLA",2024-04-01,19423289.25,104570.527,245173.598,185.743,79.223,16.098,4.165212
"548","Total_Area 1_MT _A","PACK","COLA",2024-05-01,21126355.86,111984.644,263648.922,188.654,80.131,20.405,4.319563
"549","Total_Area 1_MT _A","PACK","COLA",2024-06-01,22027006,115625.455,274445.033,190.503,80.26,16.732,5.30673
"550","Total_Area 1_MT _A","PACK","COLA",2024-07-01,23620201.73,127089.867,300999.164,185.854,78.473,13.556,6.127354
"551","Total_Area 1_MT _A","PACK","COLA",2024-08-01,23575585.5,128722.195,303643.821,183.151,77.642,16.036,6.294425
"552","Total_Area 1_MT _A","PACK","COLA",2024-09-01,22712652.75,126558.9,297164.404,179.463,76.431,15.828,6.120585
"553","Total_Area 1_MT _A","PACK","COLA",2024-10-01,24518351,134086.072,314624.307,182.855,77.929,17.345,6.053285
"554","Total_Area 1_MT _A","PACK","COLA",2024-11-01,22504772.67,121525.683,287702.585,185.185,78.222,17.048,5.442829
"555","Total_Area 1_MT _A","PACK","COLA",2024-12-01,23344601.98,124688.204,292968.722,187.224,79.683,14.679,5.525863
"556","Total_Area 1_MT _A","PACK","Sabores",2021-12-01,5082886.93,33539.12,90459.466,129.710145833333,65.9792291666667,1.35333333333333,0.154010166666667
"557","Total_Area 1_MT _A","PACK","Sabores",2022-01-01,4822609.81,29997.027,83837.86,127.617541666667,62.2885208333333,1.59891666666667,0.149456645833333
"558","Total_Area 1_MT _A","PACK","Sabores",2022-02-01,3862963.48,23211.567,67744.206,121.7128125,61.2881458333333,1.2524375,0.1426438125
"559","Total_Area 1_MT _A","PACK","Sabores",2022-03-01,4769933.26,27637.468,80829.539,141.294041666667,75.0675416666667,1.7330625,0.1607394375
"560","Total_Area 1_MT _A","PACK","Sabores",2022-04-01,5636311.2,34341.383,95479.862,143.0705625,77.2937916666667,1.65045833333333,0.176967208333333
"561","Total_Area 1_MT _A","PACK","Sabores",2022-05-01,5621735.47,34042.189,96506.956,143.216979166667,75.6711875,1.19504166666667,0.186662541666667
"562","Total_Area 1_MT _A","PACK","Sabores",2022-06-01,6350177.71,39034.596,109403.238,162.174729166667,78.3476041666667,1.79729166666667,0.170699145833333
"563","Total_Area 1_MT _A","PACK","Sabores",2022-07-01,7882858.29,46792.101,133090.575,156.225458333333,75.441625,1.84577083333333,0.177941979166667
"564","Total_Area 1_MT _A","PACK","Sabores",2022-08-01,7189253.75,42005.968,120845.057,164.437833333333,79.8499166666667,1.32483333333333,0.176204104166667
"565","Total_Area 1_MT _A","PACK","Sabores",2022-09-01,6454296.74,34565.693,103188.616,167.513395833333,78.3704791666667,1.2995625,0.170408229166667
"566","Total_Area 1_MT _A","PACK","Sabores",2022-10-01,6744505.53,35512.086,104631.175,165.5745625,76.2924375,1.52333333333333,0.178158520833333
"567","Total_Area 1_MT _A","PACK","Sabores",2022-11-01,6187506.89,31660.082,93210.837,177.534666666667,89.5064375,1.62966666666667,0.173181666666667
"568","Total_Area 1_MT _A","PACK","Sabores",2022-12-01,6582241.28,31925.775,95839.421,179.721666666667,91.2867916666667,1.55204166666667,0.177094708333333
"569","Total_Area 1_MT _A","PACK","Sabores",2023-01-01,6712766.87,31635.66,95607.239,205.578958333333,93.2883125,1.57572916666667,0.172769958333333
"570","Total_Area 1_MT _A","PACK","Sabores",2023-02-01,5261320.63,24835.837,75269.725,196.0521875,85.177875,2.14241666666667,0.156848916666667
"571","Total_Area 1_MT _A","PACK","Sabores",2023-03-01,5952697.95,28895.468,86923.192,200.3355,93.0140833333333,2.62202083333333,0.168284020833333
"572","Total_Area 1_MT _A","PACK","Sabores",2023-04-01,6345744.55,30333.024,90440.935,198.444916666667,90.8454791666667,2.90591666666667,0.170152895833333
"573","Total_Area 1_MT _A","PACK","Sabores",2023-05-01,6433490.44,30499.896,91368.39,207.534604166667,98.538875,1.6750625,0.174365375
"574","Total_Area 1_MT _A","PACK","Sabores",2023-06-01,6381145.98,30852.798,92699.892,201.402520833333,99.411125,1.85914583333333,0.171907333333333
"575","Total_Area 1_MT _A","PACK","Sabores",2023-07-01,7381360.47,35308.441,104898.353,186.590041666667,94.9636041666667,2.93583333333333,0.178175041666667
"576","Total_Area 1_MT _A","PACK","Sabores",2023-08-01,7002320.6,32746.057,96641.762,207.914791666667,95.142875,1.9809375,0.177410291666667
"577","Total_Area 1_MT _A","PACK","Sabores",2023-09-01,5835677.29,27378.208,80459.197,218.107895833333,98.9696458333333,1.4040625,0.171635979166667
"578","Total_Area 1_MT _A","PACK","Sabores",2023-10-01,6175746.48,28861.035,83919.773,222.786916666667,103.251020833333,1.5924375,0.175232729166667
"579","Total_Area 1_MT _A","PACK","Sabores",2023-11-01,6242125.77,29323.009,85801.819,211.185520833333,95.0973541666667,2.52225,0.172792520833333
"580","Total_Area 1_MT _A","PACK","Sabores",2023-12-01,6901634.41,31984.817,93337.068,188.523,95.7096666666667,2.76497916666667,0.182232729166667
"581","Total_Area 1_MT _A","PACK","Sabores",2024-01-01,6756408.79,30832.52,90519.533,176.334416666667,89.3080833333333,1.93754166666667,0.175474416666667
"582","Total_Area 1_MT _A","PACK","Sabores",2024-02-01,5691893.87,26341.164,77496.102,189.370208333333,98.9900833333333,1.89795833333333,0.170723520833333
"583","Total_Area 1_MT _A","PACK","Sabores",2024-03-01,6534835.42,29631.855,87383.184,165.734541666667,89.7276458333333,2.34529166666667,0.189555208333333
"584","Total_Area 1_MT _A","PACK","Sabores",2024-04-01,6668082.21,29730.816,85522.03,171.2476875,94.7101458333333,2.29054166666667,0.1883160625
"585","Total_Area 1_MT _A","PACK","Sabores",2024-05-01,6772812.9,30658.436,88489.989,154.778729166667,83.0186041666667,2.42660416666667,0.197019979166667
"586","Total_Area 1_MT _A","PACK","Sabores",2024-06-01,7384524.71,35473.973,99762.937,183.293229166667,86.0390416666667,2.80022916666667,0.2081241875
"587","Total_Area 1_MT _A","PACK","Sabores",2024-07-01,7975514.95,37620.183,106629.677,184.875291666667,90.2809375,2.31591666666667,0.214271208333333
"588","Total_Area 1_MT _A","PACK","Sabores",2024-08-01,8096884.62,37953.443,107205.737,175.605458333333,91.6261458333333,3.277625,0.217997729166667
"589","Total_Area 1_MT _A","PACK","Sabores",2024-09-01,7340217.32,34238.552,97325.148,169.527229166667,89.5098333333333,1.4448125,0.2208473125
"590","Total_Area 1_MT _A","PACK","Sabores",2024-10-01,7566541.13,34575.883,98988.509,176.261895833333,93.1853541666667,1.38641666666667,0.223465875
"591","Total_Area 1_MT _A","PACK","Sabores",2024-11-01,7132256.26,30886.025,89807.016,184.074020833333,97.9629791666667,1.2904375,0.205980208333333
"592","Total_Area 1_MT _A","PACK","Sabores",2024-12-01,7764918.97,32703.798,96161.388,196.367166666667,102.9323125,1.05377083333333,0.2165161875
"593","Total_Area 2_MT _A","INDIVIDUAL","COLA",2021-12-01,3306903620,34519555.6,179533669.7,95.798,18.419,151.275,99.107144
"594","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-01-01,3115056434,32801202.65,165603945.6,94.968,18.81,142.652,99.731135
"595","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-02-01,2746966450,28525689.59,147915986.3,96.298,18.571,143.172,99.776628
"596","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-03-01,3210425811,32627792.97,173760801.1,98.395,18.476,141.713,99.818306
"597","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-04-01,3420038798,34655575.52,183255840.5,98.687,18.663,146.717,99.801348
"598","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-05-01,3764311497,37892078.54,199864467.7,99.343,18.834,137.061,99.825768
"599","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-06-01,3940975358,39602501.6,207252041.9,99.513,19.015,168.152,99.625477
"600","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-07-01,4236269819,42393970.89,219279744,99.926,19.319,184.553,99.623298
"601","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-08-01,4183102651,41509814.65,213174055.8,100.774,19.623,150.474,99.607897
"602","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-09-01,3884233657,38316882.46,197820517,101.371,19.635,162.251,99.702895
"603","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-10-01,3781657921,36875468.3,192028745.2,102.552,19.693,160.165,99.62491
"604","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-11-01,3420024311,33125519.41,174064577,103.244,19.648,140.95,99.605348
"605","Total_Area 2_MT _A","INDIVIDUAL","COLA",2022-12-01,3489356528,33690207.15,176170361.7,103.572,19.807,146.568,99.726006
"606","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-01-01,3472732775,33382857.07,170496273.4,104.027,20.368,120.969,99.589573
"607","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-02-01,3098098174,29152544.31,152736083.1,106.272,20.284,117.056,99.683829
"608","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-03-01,3666025663,34210856.16,181544089.7,107.16,20.194,148.864,99.48924
"609","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-04-01,3641821326,34068628.39,178074245.6,106.897,20.451,143.803,99.47564
"610","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-05-01,3909843643,36224483.28,190189863.9,107.934,20.558,130.482,99.563579
"611","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-06-01,4081226973,37591576.85,197707973.4,108.568,20.643,158.204,99.672771
"612","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-07-01,4634935040,43004543.84,221938719,107.778,20.884,184.66,99.645923
"613","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-08-01,4575493692,42542405.67,217838867.5,107.551,21.004,182.529,99.648282
"614","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-09-01,4391084588,40769510.96,208394237.1,107.705,21.071,170.452,99.676012
"615","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-10-01,4274693216,39365075.35,202214745.2,108.591,21.139,140.496,99.682383
"616","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-11-01,3788389614,34631213.63,178620224.4,109.392,21.209,144.11,99.657576
"617","Total_Area 2_MT _A","INDIVIDUAL","COLA",2023-12-01,3786256951,34532526.08,177217060.6,109.643,21.365,147.043,99.646041
"618","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-01-01,3663842660,33464817.54,167720691.4,109.483,21.845,118.474,99.776571
"619","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-02-01,3718129297,33330919.65,171533449.7,111.552,21.676,134.535,99.764256
"620","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-03-01,4151922627,36857656.1,192635548.2,112.647,21.553,156.314,99.563309
"621","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-04-01,4058452926,36300545.11,185099668.9,111.801,21.926,125.697,98.998463
"622","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-05-01,4524015327,40072343.65,204512430.3,112.896,22.121,169.517,99.616827
"623","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-06-01,4651545840,41203732.81,208125178.9,112.891,22.35,169.928,99.595866
"624","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-07-01,4690829048,41550753.81,208155428.6,112.894,22.535,146.013,99.776685
"625","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-08-01,4774862342,42189238.53,210413645.9,113.177,22.693,177.826,99.777394
"626","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-09-01,4512617283,39727923.93,198944801.9,113.588,22.683,163.252,99.751399
"627","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-10-01,4648001891,40616847.92,204188638.1,114.435,22.763,171.064,99.64217
"628","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-11-01,4357640438,37877796.46,191768745.4,115.045,22.723,155.413,99.644451
"629","Total_Area 2_MT _A","INDIVIDUAL","COLA",2024-12-01,4238484937,36856414.51,186797060.8,115,22.69,129.031,99.653123
"630","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2021-12-01,1045153419.58,10938706.53,61272902.166,145.214362831858,15.7385840707965,1.00129203539823,10.8021950530973
"631","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-01-01,1005658394.45,10613986.501,57397105.566,148.117203539823,13.7216991150442,0.992823008849558,10.6659016814159
"632","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-02-01,811145143.54,8270867.835,47921269.411,144.602902654867,13.2320265486726,0.888619469026549,10.4211234955752
"633","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-03-01,996875889.79,9985273.897,59731923.265,152.276097345133,13.3956814159292,0.887646017699115,10.996298300885
"634","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-04-01,1139072761.6,11344785.95,67247794.677,153.363982300885,14.1151946902655,0.979858407079646,11.0922170265487
"635","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-05-01,1298810449.75,12670011.385,75336726.99,160.670557522124,14.3214336283186,0.917230088495575,11.1861306017699
"636","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-06-01,1344945306.79,13108238.873,77672073.86,155.415345132743,14.1359115044248,1.12175221238938,11.1607816902655
"637","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-07-01,1416197577.33,13791733.695,80712429.257,147.475575221239,14.0299292035398,1.21840707964602,10.9330773628319
"638","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-08-01,1330810815.78,12758626.823,74795603.496,164.086318584071,14.8865752212389,0.989929203539823,10.7134569646018
"639","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-09-01,1199939111.21,11472563.339,67410738.768,180.099646017699,15.5841150442478,1.01758407079646,10.6523830176991
"640","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-10-01,1131083249.36,10653093.582,63477288.914,183.999911504425,15.4867256637168,1.00465486725664,10.7742979292035
"641","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-11-01,1033782700.88,9747986.288,57994042.76,183.517619469027,14.9951946902655,0.906026548672566,10.7481258141593
"642","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2022-12-01,1109004098.43,10650025.128,60642112.166,188.652672566372,15.7191769911504,0.999858407079646,10.7406888672566
"643","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-01-01,1127282141.45,10842261.612,59765913.204,190.594734513274,16.2284336283186,0.833787610619469,10.8810281061947
"644","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-02-01,943192148.04,8669975.74,51081976.541,179.128619469027,15.4656902654867,0.750353982300885,10.7425777522124
"645","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-03-01,1165555819.02,10560220.276,63439832.576,177.167982300885,15.0575398230088,0.931141592920354,11.2443487787611
"646","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-04-01,1169120315.6,10662933.77,63140670.27,181.227477876106,15.2409911504425,0.918601769911504,11.1523865929204
"647","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-05-01,1280031426.11,11537126.845,69362119.814,169.430398230088,14.782185840708,0.850185840707965,11.2080566283186
"648","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-06-01,1423801868.89,12739267.345,76512430.366,169.343584070796,14.6700088495575,1.07650442477876,11.2798902212389
"649","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-07-01,1589536487.48,14219483.664,83974064.432,165.852752212389,14.820203539823,1.23448672566372,11.0820330265487
"650","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-08-01,1503302076.58,13361387.554,78468296.487,162.788292035398,14.5480973451327,1.17657522123894,10.8429654159292
"651","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-09-01,1422883524.24,12639310.452,74264603.294,166.723026548673,14.8821415929204,1.09237168141593,10.6841240176991
"652","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-10-01,1290493140.65,11397602.56,67367353.134,163.934982300885,14.8769380530973,0.859495575221239,10.518227699115
"653","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-11-01,1109387359.57,9813772.689,57475376.599,168.010743362832,14.8508230088496,0.890185840707965,10.4615298849558
"654","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2023-12-01,1172252412.61,10595623.485,59701020.363,166.778637168142,15.1031504424779,0.977035398230089,10.5080641769911
"655","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-01-01,1146709106.35,10361629.865,57023321.743,165.466424778761,15.0645221238938,0.781663716814159,10.463783380531
"656","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-02-01,1085547708.3,9345583.678,55200599.327,164.140584070796,14.766185840708,0.801592920353982,10.6207676548673
"657","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-03-01,1305032806.93,11066765.957,66524983.416,166.311769911504,14.9210619469027,0.919477876106195,10.8676681238938
"658","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-04-01,1288064238.06,10968311.257,64670046.639,177.318088495575,15.546796460177,0.766654867256637,10.7489525663717
"659","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-05-01,1510898656.14,12704553.808,74937974.834,166.857628318584,15.0824867256637,1.06385840707965,10.9110949469027
"660","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-06-01,1541641807.23,13002822.675,75750945.465,168.341920353982,15.3995840707965,1.09795575221239,10.8620646371681
"661","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-07-01,1449954524.18,12264191.16,70602274.991,157.641690265487,14.7522123893805,0.909929203539823,10.6888409380531
"662","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-08-01,1480089570.5,12347524.901,71458618.531,153.538044247788,14.5816194690265,1.09191150442478,10.8957541858407
"663","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-09-01,1369895188.38,11415823.204,66227424.718,166.673539823009,15.3114424778761,0.960787610619469,10.8869997787611
"664","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-10-01,1394776455.51,11537968.718,67561494.933,174.212362831858,15.3817079646018,0.970026548672566,11.1130527610619
"665","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-11-01,1267141600.47,10450176.402,61438606.085,174.514309734513,15.3130707964602,0.873389380530973,10.9351444690265
"666","Total_Area 2_MT _A","INDIVIDUAL","Sabores",2024-12-01,1253011816.81,10399464.795,60093795.273,179.867575221239,16.9787168141593,0.726008849557522,10.8637971415929
"667","Total_Area 2_MT _A","MULTI-PACK","COLA",2021-12-01,1522164.9,21424.532,52900.869,71.048,28.774,5.974,1.557576
"668","Total_Area 2_MT _A","MULTI-PACK","COLA",2022-01-01,1587120.65,22022.01,55883.619,72.07,28.4,5.229,1.826655
"669","Total_Area 2_MT _A","MULTI-PACK","COLA",2022-02-01,1027319.5,13762.026,37287.337,74.649,27.551,4.634,1.48721
